218.28.58.150	53281	河南焦作	透明	HTTP	397天	18-09-20 10:11	
27.191.234.69	9999	河北唐山	透明	HTTPS	1081天	18-09-20 09:02	
112.95.20.130	8888	广东深圳	透明	HTTP	323天	18-09-20 08:44	
112.95.92.83	53281	广东深圳	透明	HTTPS	1分钟	18-09-20 07:33	
171.36.40.161	9797	广西南宁	透明	HTTPS	7小时	18-09-20 06:42	
113.118.200.123	9797	广东深圳	透明	HTTPS	14小时	18-09-20 06:42	
60.182.197.102	8010	浙江金华	高匿	HTTPS	1分钟	18-09-22 09:01	
123.163.154.156	47779	河南三门峡	高匿	HTTPS	1分钟	18-09-22 09:00	
110.188.0.75	35236	四川成都	高匿	HTTPS	1分钟	18-09-22 09:00	
222.85.39.47	808	河南平顶山	高匿	HTTP	531天	18-09-22 08:55	
115.221.126.89	23136	浙江温州	高匿	HTTPS	1分钟	18-09-22 08:55	
36.99.207.24	61234	浙江	高匿	HTTPS	118天	18-09-22 08:55	
222.169.248.4	80	吉林	高匿	HTTP	6天	18-09-22 08:55	
222.190.222.204	49418	江苏泰州	高匿	HTTPS	127天	18-09-22 08:55	
59.32.37.82	8010	广东河源	高匿	HTTP	58天	18-09-22 08:55	
49.85.6.63	26807	江苏泰州	高匿	HTTPS	90天	18-09-22 08:45	
123.53.134.175	20258	河南许昌	高匿	HTTPS	1分钟	18-09-22 08:45	
36.99.206.187	38275	浙江	高匿	HTTP	357天	18-09-22 08:45	
49.85.0.169	43251	江苏泰州	高匿	HTTPS	1分钟	18-09-22 08:45	
125.125.176.195	34171	浙江湖州	高匿	HTTPS	1分钟	18-09-22 08:45	
114.234.207.86	30836	江苏徐州	高匿	HTTPS	1分钟	18-09-22 08:45	
116.192.171.154	57706	上海	高匿	HTTP	1分钟	18-09-23 09:00	
59.39.129.229	57496	广东惠州	高匿	HTTP	5小时	18-09-23 08:55	
180.118.243.202	808	江苏镇江	高匿	HTTP	461天	18-09-23 08:55	
58.241.70.13	39054	江苏常州	高匿	HTTPS	7小时	18-09-23 08:53	
115.46.77.189	8123	广西南宁	高匿	HTTPS	41分钟	18-09-23 08:53	
180.114.87.15	46267	江苏无锡	高匿	HTTPS	2小时	18-09-23 08:52	
114.94.168.70	46000	上海	高匿	HTTPS	1小时	18-09-23 08:47	
123.188.92.196	80	辽宁抚顺	高匿	HTTP	4小时	18-09-23 08:46	
219.234.181.194	33695	北京	高匿	HTTPS	11天	18-09-23 08:45	
116.77.205.32	80	广东深圳	高匿	HTTPS	6天	18-09-22 23:50	
115.219.107.26	8010	浙江温州	高匿	HTTPS	1分钟	18-09-22 23:46	
171.38.77.19	8123	广西玉林	高匿	HTTP	740天	18-09-22 23:21	
114.225.170.92	53128	江苏无锡	高匿	HTTPS	81天	18-09-22 23:21	
110.73.2.42	8123	广西防城港	高匿	HTTP	528天	18-09-22 23:20	
115.219.109.139	8010	浙江温州	高匿	HTTP	1分钟	18-09-22 23:15	
106.56.102.61	808	云南	高匿	HTTPS	146天	18-09-22 23:15	
110.73.6.98	8123	广西防城港	高匿	HTTP	948天	18-09-22 23:11	
61.130.151.162	50833	浙江温州	高匿	HTTPS	2小时	18-09-22 23:06	
115.46.66.152	8123	广西南宁	高匿	HTTPS	371天	18-09-22 23:02	
111.200.68.211	8123	北京	高匿	HTTPS	27分钟	18-09-22 23:00	
171.37.166.251	8123	广西	高匿	HTTP	610天	18-09-22 23:00	
110.73.43.192	8123	广西南宁	高匿	HTTPS	266天	18-09-22 23:00	
120.78.51.155	3128	长城宽带	透明	HTTPS	10天	18-09-23 12:50	
113.118.202.24	48221	广东深圳	透明	HTTP	8小时	18-09-23 12:50	
61.145.203.234	38695	广东东莞	透明	HTTPS	2天	18-09-23 12:46	
123.165.115.55	9797	黑龙江哈尔滨	透明	HTTPS	9小时	18-09-23 12:45	
183.129.244.17	10010	浙江杭州	透明	HTTPS	53天	18-09-23 12:44	
183.62.196.10	3128	广东深圳	透明	HTTP	697天	18-09-23 12:43	
120.92.74.237	3128	广东深圳	透明	HTTPS	10天	18-09-23 12:43	
218.60.8.99	3129	辽宁沈阳	透明	HTTPS	58天	18-09-23 12:43	
119.48.183.162	9999	吉林长春	透明	HTTP	12分钟	18-09-23 12:43	
120.92.74.189	3128	广东深圳	透明	HTTPS	10天	18-09-23 12:43	
101.37.79.125	3128		透明	HTTPS	409天	18-09-23 12:43	
120.27.14.125	80	北京	透明	HTTPS	14天	18-09-23 12:43	
118.190.217.182	80	广西	透明	HTTPS	15天	18-09-23 12:43	
118.190.217.61	80	广西	透明	HTTPS	15天	18-09-23 12:43	
